family_id,assigned_day
1551,7
1552,18
1553,53
1554,83
1555,37
1556,81
1557,39
1558,2
1559,29
1560,55
1561,17
1562,7
1563,6
1564,79
1565,82
1566,15
1567,37
1568,40
1569,52
1570,1
1571,91
1572,34
1573,82
1574,60
1575,85
1576,95
1577,74
1578,97
1579,3
1580,68
1581,82
1582,67
1583,31
1584,9
1585,76
1586,29
1587,88
1588,20
1589,53
1590,45
1591,97
1592,6
1593,66
1594,20
1595,50
1596,95
1597,50
1598,15
1599,87
1600,27
1601,22
1602,1
1603,7
1604,78
1605,7
1606,51
1607,76
1608,64
1609,21
1610,26
1611,68
1612,1
1613,9
1614,61
1615,51
1616,53
1617,55
1618,8
1619,46
1620,40
1621,71
1622,45
1623,14
1624,9
1625,84
1626,54
1627,46
1628,27
1629,60
1630,52
1631,18
1632,30
1633,14
1634,49
1635,95
1636,90
1637,30
1638,1
1639,83
1640,30
1641,12
1642,4
1643,81
1644,72
1645,36
1646,80
1647,68
1648,48
1649,46
1650,21
1651,4
1652,21
1653,14
1654,40
1655,85
1656,74
1657,98
1658,57
1659,82
1660,68
1661,87
1662,18
1663,19
1664,27
1665,36
1666,18
1667,53
1668,7
1669,8
1670,88
1671,87
1672,58
1673,39
1674,57
1675,88
1676,27
1677,27
1678,11
1679,26
1680,55
1681,33
1682,40
1683,7
1684,54
1685,73
1686,71
1687,21
1688,87
1689,39
1690,47
1691,92
1692,32
1693,47
1694,63
1695,100
1696,82
1697,61
1698,67
1699,12
1700,73
1701,52
1702,99
1703,69
1704,60
1705,66
1706,17
1707,73
1708,72
1709,56
1710,43
1711,34
1712,12
1713,54
1714,40
1715,17
1716,35
1717,11
1718,78
1719,23
1720,22
1721,43
1722,67
1723,29
1724,60
1725,31
1726,85
1727,55
1728,35
1729,46
1730,2
1731,15
1732,34
1733,11
1734,21
1735,74
1736,28
1737,17
1738,29
1739,62
1740,12
1741,27
1742,48
1743,5
1744,52
1745,74
1746,73
1747,84
1748,32
1749,68
1750,51
1751,69
1752,12
1753,64
1754,4
1755,66
1756,91
1757,75
1758,81
1759,12
1760,59
1761,25
1762,47
1763,92
1764,40
1765,22
1766,56
1767,36
1768,77
1769,24
1770,97
1771,85
1772,94
1773,90
1774,46
1775,79
1776,58
1777,24
1778,35
1779,29
1780,90
1781,31
1782,40
1783,16
1784,57
1785,17
1786,7
1787,49
1788,11
1789,23
1790,74
1791,27
1792,81
1793,12
1794,100
1795,23
1796,62
1797,9
1798,30
1799,54
1800,42
1801,56
1802,48
1803,9
1804,49
1805,98
1806,28
1807,66
1808,31
1809,12
1810,52
1811,67
1812,90
1813,62
1814,82
1815,5
1816,68
1817,45
1818,18
1819,3
1820,72
1821,91
1822,10
1823,75
1824,42
1825,88
1826,16
1827,32
1828,51
1829,79
1830,2
1831,68
1832,11
1833,10
1834,7
1835,88
1836,71
1837,20
1838,61
1839,57
1840,7
1841,10
1842,91
1843,66
1844,75
1845,55
1846,2
1847,82
1848,90
1849,21
1850,70
1851,74
1852,87
1853,4
1854,15
1855,49
1856,67
1857,74
1858,59
1859,91
1860,2
1861,44
1862,35
1863,35
1864,68
1865,37
1866,17
1867,16
1868,3
1869,9
1870,95
1871,61
1872,74
1873,19
1874,61
1875,97
1876,17
1877,41
1878,73
1879,3
1880,59
1881,49
1882,73
1883,29
1884,99
1885,81
1886,9
1887,75
1888,61
1889,75
1890,8
1891,42
1892,87
1893,19
1894,76
1895,95
1896,47
1897,98
1898,45
1899,27
1900,7
1901,97
1902,52
1903,10
1904,32
1905,79
1906,89
1907,33
1908,21
1909,93
1910,34
1911,1
1912,58
1913,53
1914,78
1915,38
1916,98
1917,26
1918,5
1919,25
1920,39
1921,29
1922,39
1923,84
1924,7
1925,72
1926,50
1927,18
1928,56
1929,38
1930,71
1931,4
1932,85
1933,77
1934,25
1935,27
1936,30
1937,69
1938,82
1939,59
1940,100
1941,60
1942,42
1943,6
1944,6
1945,48
1946,91
1947,13
1948,54
1949,33
1950,18
1951,69
1952,79
1953,68
1954,31
1955,26
1956,38
1957,83
1958,23
1959,50
1960,47
1961,32
1962,6
1963,73
1964,18
1965,32
1966,24
1967,15
1968,77
1969,27
1970,1
1971,94
1972,17
1973,95
1974,38
1975,43
1976,82
1977,89
1978,15
1979,97
1980,37
1981,85
1982,45
1983,28
1984,87
1985,79
1986,11
1987,76
1988,29
1989,67
1990,37
1991,97
1992,57
1993,67
1994,10
1995,63
1996,47
1997,4
1998,61
1999,27
2000,38
2001,17
2002,64
2003,92
2004,93
2005,96
2006,52
2007,6
2008,89
2009,7
2010,14
2011,25
2012,87
2013,63
2014,74
2015,22
2016,25
2017,37
2018,96
2019,94
2020,2
2021,74
2022,65
2023,48
2024,74
2025,12
2026,32
2027,36
2028,16
2029,2
2030,98
2031,54
2032,23
2033,47
2034,43
2035,59
2036,66
2037,94
2038,15
2039,22
2040,24
2041,80
2042,27
2043,35
2044,9
2045,43
2046,20
2047,95
2048,92
2049,94
2050,87
2051,72
2052,41
2053,62
2054,100
2055,10
2056,74
2057,39
2058,92
2059,53
2060,50
2061,80
2062,8
2063,7
2064,53
2065,84
2066,17
2067,78
2068,32
2069,83
2070,38
2071,60
2072,40
2073,47
2074,99
2075,52
2076,78
2077,9
2078,63
2079,68
2080,27
2081,37
2082,17
2083,25
2084,44
2085,19
2086,3
2087,54
2088,25
2089,43
2090,63
2091,67
2092,47
2093,22
2094,46
2095,82
2096,27
2097,26
2098,5
2099,64
2100,34
2101,4
2102,25
2103,36
2104,88
2105,30
2106,16
2107,87
2108,21
2109,15
2110,96
2111,29
2112,27
2113,14
2114,38
2115,87
2116,13
2117,27
2118,66
2119,42
2120,53
2121,50
2122,33
2123,72
2124,71
2125,87
2126,61
2127,49
2128,38
2129,92
2130,99
2131,40
2132,20
2133,57
2134,42
2135,31
2136,8
2137,84
2138,90
2139,33
2140,68
2141,56
2142,76
2143,36
2144,84
2145,29
2146,32
2147,67
2148,78
2149,48
2150,41
2151,55
2152,9
2153,32
2154,16
2155,96
2156,77
2157,29
2158,95
2159,26
2160,29
2161,74
2162,29
2163,94
2164,60
2165,64
2166,87
2167,44
2168,95
2169,8
2170,81
2171,69
2172,70
2173,33
2174,59
2175,30
2176,31
2177,18
2178,96
2179,15
2180,24
2181,15
2182,53
2183,43
2184,76
2185,16
2186,67
2187,30
2188,1
2189,53
2190,74
2191,90
2192,86
2193,7
2194,86
2195,60
2196,94
2197,64
2198,97
2199,98
2200,10
2201,33
2202,16
2203,98
2204,57
2205,17
2206,36
2207,69
2208,80
2209,95
2210,55
2211,20
2212,66
2213,71
2214,100
2215,58
2216,58
2217,41
2218,35
2219,19
2220,65
2221,6
2222,60
2223,63
2224,52
2225,58
2226,68
2227,66
2228,47
2229,3
2230,20
2231,43
2232,31
2233,8
2234,52
2235,47
2236,32
2237,21
2238,83
2239,19
2240,99
2241,59
2242,5
2243,10
2244,68
2245,30
2246,44
2247,75
2248,97
2249,74
2250,80
2251,1
2252,33
2253,8
2254,8
2255,98
2256,14
2257,60
2258,29
2259,3
2260,56
2261,66
2262,79
2263,72
2264,91
2265,7
2266,40
2267,21
2268,55
2269,32
2270,79
2271,46
2272,24
2273,33
2274,79
2275,24
2276,28
2277,74
2278,73
2279,4
2280,82
2281,88
2282,16
2283,33
2284,64
2285,81
2286,11
2287,95
2288,33
2289,61
2290,12
2291,30
2292,45
2293,47
2294,45
2295,66
2296,15
2297,55
2298,19
2299,13
2300,85
2301,45
2302,75
2303,81
2304,93
2305,39
2306,83
2307,23
2308,40
2309,10
2310,21
2311,4
2312,70
2313,24
2314,39
2315,35
2316,57
2317,4
2318,61
2319,86
2320,23
2321,13
2322,87
2323,68
2324,18
2325,85
2326,87
2327,10
2328,74
2329,78
2330,94
2331,84
2332,14
2333,30
2334,33
2335,61
2336,58
2337,41
2338,65
2339,47
2340,100
2341,13
2342,61
2343,1
2344,94
2345,6
2346,74
2347,40
2348,75
2349,80
2350,19
2351,44
2352,65
2353,32
2354,39
2355,59
2356,6
2357,44
2358,24
2359,79
2360,95
2361,45
2362,11
2363,82
2364,5
2365,64
2366,40
2367,56
2368,10
2369,75
2370,15
2371,20
2372,35
2373,61
2374,65
2375,100
2376,45
2377,47
2378,20
2379,60
2380,60
2381,95
2382,59
2383,61
2384,72
2385,53
2386,53
2387,80
2388,77
2389,30
2390,67
2391,99
2392,51
2393,83
2394,15
2395,92
2396,20
2397,45
2398,32
2399,10
2400,73
2401,67
2402,72
2403,46
2404,76
2405,25
2406,63
2407,52
2408,18
2409,7
2410,89
2411,96
2412,8
2413,75
2414,39
2415,72
2416,18
2417,51
2418,5
2419,65
2420,52
2421,100
2422,72
2423,72
2424,96
2425,56
2426,27
2427,50
2428,86
2429,12
2430,45
2431,42
2432,21
2433,56
2434,13
2435,14
2436,48
2437,61
2438,55
2439,35
2440,83
2441,22
2442,57
2443,29
2444,1
2445,96
2446,50
2447,54
2448,27
2449,68
2450,58
2451,62
2452,29
2453,31
2454,73
2455,48
2456,60
2457,41
2458,58
2459,89
2460,46
2461,2
2462,67
2463,16
2464,4
2465,31
2466,66
2467,80
2468,60
2469,26
2470,45
2471,3
2472,69
2473,51
2474,12
2475,23
2476,75
2477,27
2478,98
2479,58
2480,76
2481,3
2482,86
2483,5
2484,19
2485,28
2486,26
2487,39
2488,17
2489,62
2490,93
2491,96
2492,82
2493,76
2494,28
2495,12
2496,63
2497,11
2498,27
2499,46
2500,10
2501,77
2502,20
2503,37
2504,20
2505,46
2506,75
2507,16
2508,38
2509,54
2510,9
2511,10
2512,30
2513,34
2514,1
2515,61
2516,81
2517,17
2518,24
2519,2
2520,11
2521,1
2522,9
2523,1
2524,7
2525,29
2526,26
2527,89
2528,53
2529,64
2530,3
2531,98
2532,38
2533,41
2534,41
2535,88
2536,64
2537,94
2538,65
2539,59
2540,59
2541,53
2542,77
2543,95
2544,61
2545,33
2546,31
2547,31
2548,94
2549,17
2550,75
2551,1
2552,53
2553,6
2554,5
2555,59
2556,71
2557,74
2558,34
2559,26
2560,12
2561,16
2562,88
2563,80
2564,88
2565,58
2566,40
2567,9
2568,89
2569,29
2570,21
2571,12
2572,21
2573,85
2574,8
2575,10
2576,4
2577,75
2578,41
2579,81
2580,31
2581,47
2582,84
2583,7
2584,27
2585,98
2586,67
2587,37
2588,29
2589,32
2590,4
2591,9
2592,19
2593,87
2594,31
2595,93
2596,64
2597,2
2598,45
2599,10
2600,2
2601,10
2602,51
2603,10
2604,12
2605,10
2606,89
2607,85
2608,75
2609,72
2610,85
2611,71
2612,46
2613,96
2614,58
2615,53
2616,48
2617,59
2618,19
2619,25
2620,88
2621,87
2622,46
2623,16
2624,47
2625,33
2626,43
2627,26
2628,92
2629,59
2630,79
2631,19
2632,23
2633,90
2634,59
2635,76
2636,55
2637,30
2638,94
2639,12
2640,8
2641,23
2642,5
2643,85
2644,76
2645,42
2646,37
2647,59
2648,75
2649,14
2650,3
2651,2
2652,83
2653,33
2654,93
2655,1
2656,81
2657,24
2658,40
2659,31
2660,38
2661,16
2662,44
2663,29
2664,57
2665,80
2666,24
2667,85
2668,29
2669,19
2670,40
2671,41
2672,65
2673,15
2674,34
2675,100
2676,27
2677,50
2678,44
2679,29
2680,67
2681,89
2682,97
2683,75
2684,51
2685,67
2686,37
2687,40
2688,40
2689,48
2690,12
2691,11
2692,58
2693,28
2694,90
2695,47
2696,56
2697,19
2698,1
2699,80
2700,31
2701,31
2702,89
2703,87
2704,68
2705,26
2706,25
2707,23
2708,9
2709,68
2710,2
2711,13
2712,20
2713,1
2714,15
2715,100
2716,57
2717,6
2718,71
2719,11
2720,51
2721,80
2722,86
2723,59
2724,96
2725,52
2726,20
2727,38
2728,78
2729,7
2730,54
2731,88
2732,24
2733,25
2734,79
2735,28
2736,36
2737,73
2738,96
2739,51
2740,76
2741,34
2742,96
2743,26
2744,68
2745,54
2746,67
2747,58
2748,91
2749,31
2750,9
2751,28
2752,98
2753,85
2754,25
2755,96
2756,48
2757,67
2758,86
2759,92
2760,22
2761,4
2762,1
2763,44
2764,83
2765,29
2766,67
2767,84
2768,28
2769,74
2770,28
2771,86
2772,91
2773,8
2774,96
2775,5
2776,22
2777,16
2778,59
2779,19
2780,36
2781,88
2782,79
2783,34
2784,74
2785,68
2786,2
2787,40
2788,40
2789,87
2790,44
2791,26
2792,72
2793,84
2794,57
2795,48
2796,83
2797,100
2798,88
2799,73
2800,85
2801,47
2802,1
2803,54
2804,63
2805,18
2806,9
2807,51
2808,59
2809,29
2810,34
2811,24
2812,47
2813,25
2814,9
2815,20
2816,52
2817,82
2818,82
2819,84
2820,8
2821,81
2822,88
2823,15
2824,40
2825,49
2826,46
2827,39
2828,24
2829,67
2830,41
2831,33
2832,72
2833,45
2834,84
2835,13
2836,1
2837,89
2838,54
2839,73
2840,77
2841,17
2842,45
2843,12
2844,20
2845,10
2846,11
2847,36
2848,60
2849,19
2850,53
2851,61
2852,62
2853,96
2854,74
2855,16
2856,29
2857,60
2858,88
2859,81
2860,19
2861,59
2862,66
2863,10
2864,60
2865,92
2866,3
2867,35
2868,3
2869,18
2870,83
2871,46
2872,61
2873,74
2874,64
2875,16
2876,3
2877,53
2878,21
2879,38
2880,18
2881,100
2882,57
2883,74
2884,91
2885,18
2886,89
2887,57
2888,22
2889,70
2890,2
2891,46
2892,70
2893,13
2894,82
2895,89
2896,71
2897,97
2898,24
2899,10
2900,76
2901,64
2902,1
2903,80
2904,43
2905,89
2906,72
2907,20
2908,13
2909,82
2910,59
2911,17
2912,4
2913,47
2914,91
2915,17
2916,32
2917,40
2918,39
2919,88
2920,81
2921,82
2922,13
2923,53
2924,73
2925,84
2926,84
2927,81
2928,72
2929,29
2930,74
2931,17
2932,54
2933,45
2934,20
2935,70
2936,82
2937,58
2938,33
2939,13
2940,95
2941,95
2942,75
2943,66
2944,1
2945,29
2946,96
2947,20
2948,12
2949,24
2950,34
2951,28
2952,47
2953,61
2954,48
2955,50
2956,26
2957,28
2958,4
2959,70
2960,9
2961,42
2962,69
2963,86
2964,11
2965,83
2966,29
2967,53
2968,43
2969,79
2970,10
2971,29
2972,40
2973,38
2974,55
2975,69
2976,51
2977,15
2978,14
2979,32
2980,93
2981,84
2982,38
2983,15
2984,78
2985,75
2986,8
2987,61
2988,99
2989,36
2990,2
2991,95
2992,8
2993,2
2994,27
2995,46
