family_id,assigned_day
351,27
352,93
353,94
354,87
355,53
356,51
357,25
358,93
359,90
360,55
361,87
362,81
363,12
364,99
365,4
366,3
367,98
368,70
369,45
370,13
371,26
372,96
373,61
374,75
375,6
376,26
377,82
378,25
379,65
380,69
381,27
382,48
383,12
384,3
385,29
386,66
387,39
388,32
389,54
390,40
391,75
392,84
393,36
394,28
395,8
396,75
397,72
398,37
399,5
400,80
401,73
402,25
403,17
404,48
405,54
406,3
407,68
408,21
409,81
410,81
411,74
412,25
413,80
414,26
415,85
416,96
417,10
418,32
419,26
420,99
421,87
422,24
423,74
424,4
425,30
426,33
427,24
428,40
429,2
430,66
431,15
432,45
433,14
434,18
435,31
436,11
437,64
438,25
439,1
440,39
441,33
442,29
443,14
444,26
445,74
446,45
447,19
448,82
449,18
450,60
451,50
452,87
453,33
454,56
455,73
456,83
457,70
458,46
459,66
460,30
461,27
462,80
463,18
464,46
465,46
466,36
467,21
468,54
469,93
470,89
471,38
472,63
473,56
474,22
475,33
476,54
477,60
478,92
479,34
480,1
481,13
482,30
483,78
484,22
485,30
486,11
487,71
488,7
489,16
490,28
491,16
492,95
493,16
494,95
495,56
496,63
497,16
498,71
499,83
500,27
501,21
502,56
503,22
504,81
505,16
506,38
507,47
508,35
509,37
510,82
511,43
512,58
513,64
514,3
515,14
516,42
517,60
518,24
519,63
520,4
521,66
522,98
523,51
524,74
525,98
526,59
527,16
528,68
529,41
530,61
531,45
532,4
533,26
534,14
535,12
536,91
537,23
538,83
539,9
540,14
541,60
542,22
543,68
544,16
545,79
546,80
547,60
548,88
549,44
550,73
551,50
552,35
553,83
554,53
555,10
556,98
557,78
558,18
559,47
560,46
561,20
562,89
563,76
564,82
565,91
566,45
567,76
568,80
569,31
570,16
571,98
572,62
573,77
574,88
575,94
576,81
577,31
578,97
579,77
580,49
581,42
582,20
583,35
584,87
585,3
586,78
587,63
588,51
589,82
590,92
591,55
592,40
593,23
594,61
595,19
596,82
597,81
598,47
599,43
600,15
601,2
602,84
603,58
604,15
605,12
606,12
607,51
608,94
609,94
610,51
611,57
612,10
613,96
614,61
615,58
616,44
617,80
618,2
619,42
620,52
621,85
622,99
623,75
624,78
625,93
626,33
627,3
628,23
629,62
630,95
631,10
632,29
633,51
634,24
635,30
636,80
637,40
638,16
639,22
640,43
641,81
642,73
643,74
644,96
645,50
646,48
647,57
648,38
649,65
650,47
651,46
652,16
653,95
654,2
655,97
656,68
657,48
658,35
659,69
660,54
661,31
662,82
663,6
664,24
665,76
666,48
667,81
668,10
669,61
670,18
671,67
672,44
673,17
674,76
675,61
676,4
677,95
678,28
679,23
680,27
681,61
682,15
683,40
684,26
685,46
686,91
687,1
688,88
689,67
690,38
691,8
692,13
693,8
694,100
695,8
696,46
697,85
698,68
699,35
700,14
701,8
702,7
703,66
704,60
705,14
706,95
707,99
708,46
709,39
710,86
711,14
712,36
713,53
714,10
715,58
716,49
717,66
718,31
719,32
720,53
721,45
722,19
723,92
724,81
725,69
726,49
727,98
728,6
729,15
730,17
731,68
732,10
733,50
734,8
735,86
736,92
737,12
738,87
739,65
740,15
741,81
742,99
743,11
744,41
745,8
746,60
747,25
748,46
749,65
750,96
751,71
752,4
753,30
754,36
755,54
756,61
757,73
758,22
759,97
760,23
761,48
762,87
763,79
764,4
765,32
766,16
767,82
768,87
769,94
770,25
771,91
772,53
773,2
774,26
775,99
776,74
777,58
778,18
779,7
780,77
781,64
782,67
783,52
784,63
785,73
786,96
787,6
788,19
789,52
790,59
791,30
792,64
793,100
794,8
795,1
796,81
797,3
798,45
799,3
800,57
801,5
802,3
803,19
804,57
805,11
806,49
807,31
808,52
809,2
810,69
811,75
812,95
813,53
814,64
815,88
816,54
817,53
818,4
819,32
820,90
821,36
822,34
823,35
824,60
825,89
826,28
827,35
828,80
829,70
830,36
831,8
832,41
833,46
834,56
835,17
836,83
837,44
838,97
839,91
840,61
841,10
842,69
843,90
844,69
845,5
846,76
847,95
848,39
849,50
850,19
851,13
852,31
853,55
854,14
855,51
856,70
857,95
858,1
859,24
860,55
861,57
862,85
863,82
864,4
865,19
866,24
867,3
868,33
869,45
870,53
871,100
872,11
873,5
874,23
875,82
876,5
877,49
878,90
879,65
880,53
881,41
882,47
883,82
884,33
885,6
886,81
887,83
888,25
889,99
890,65
891,79
892,17
893,63
894,78
895,11
896,64
897,64
898,26
899,81
900,73
901,7
902,99
903,19
904,82
905,64
906,73
907,34
908,63
909,52
910,46
911,38
912,68
913,59
914,97
915,55
916,81
917,60
918,11
919,68
920,26
921,31
922,100
923,96
924,43
925,71
926,33
927,74
928,72
929,18
930,2
931,35
932,12
933,84
934,38
935,26
936,70
937,27
938,83
939,45
940,31
941,77
942,57
943,82
944,87
945,74
946,97
947,28
948,38
949,86
950,20
951,88
952,54
953,46
954,80
955,63
956,66
957,16
958,24
959,42
960,50
961,58
962,44
963,33
964,75
965,61
966,59
967,63
968,2
969,75
970,97
971,13
972,90
973,82
974,44
975,61
976,18
977,54
978,59
979,8
980,48
981,12
982,14
983,96
984,2
985,44
986,78
987,41
988,86
989,1
990,50
991,75
992,28
993,61
994,39
995,35
996,57
997,50
998,3
999,80
1000,30
1001,20
1002,46
1003,29
1004,71
1005,31
1006,95
1007,64
1008,73
1009,75
1010,99
1011,50
1012,67
1013,11
1014,92
1015,17
1016,17
1017,5
1018,16
1019,75
1020,60
1021,75
1022,73
1023,60
1024,24
1025,71
1026,18
1027,54
1028,13
1029,41
1030,83
1031,94
1032,5
1033,72
1034,58
1035,40
1036,7
1037,66
1038,29
1039,66
1040,23
1041,96
1042,15
1043,16
1044,68
1045,73
1046,54
1047,15
1048,72
1049,31
1050,81
1051,61
1052,9
1053,33
1054,31
1055,81
1056,27
1057,17
1058,98
1059,40
1060,23
1061,65
1062,24
1063,56
1064,75
1065,77
1066,2
1067,70
1068,3
1069,98
1070,49
1071,94
1072,9
1073,32
1074,54
1075,52
1076,27
1077,14
1078,92
1079,59
1080,72
1081,25
1082,80
1083,99
1084,89
1085,31
1086,57
1087,22
1088,88
1089,60
1090,91
1091,56
1092,33
1093,67
1094,19
1095,19
1096,26
1097,55
1098,16
1099,81
1100,13
1101,68
1102,62
1103,62
1104,3
1105,2
1106,3
1107,75
1108,53
1109,5
1110,12
1111,100
1112,67
1113,18
1114,7
1115,97
1116,74
1117,7
1118,73
1119,34
1120,33
1121,97
1122,64
1123,26
1124,84
1125,26
1126,21
1127,68
1128,14
1129,79
1130,12
1131,24
1132,46
1133,3
1134,59
1135,67
1136,97
1137,3
1138,10
1139,42
1140,52
1141,71
1142,3
1143,87
1144,5
1145,55
1146,77
1147,47
1148,4
1149,59
1150,23
1151,25
1152,76
1153,17
1154,88
1155,75
1156,96
1157,15
1158,92
1159,17
1160,76
1161,60
1162,65
1163,99
1164,44
1165,79
1166,36
1167,61
1168,74
1169,1
1170,16
1171,80
1172,2
1173,88
1174,40
1175,34
1176,100
1177,13
1178,32
1179,69
1180,11
1181,56
1182,11
1183,90
1184,82
1185,52
1186,2
1187,75
1188,4
1189,94
1190,97
1191,75
1192,7
1193,4
1194,47
1195,43
1196,67
1197,5
1198,50
1199,16
1200,16
1201,11
1202,65
1203,100
1204,25
1205,9
1206,42
1207,26
1208,43
1209,69
1210,53
1211,49
1212,88
1213,50
1214,3
1215,94
1216,68
1217,41
1218,64
1219,39
1220,36
1221,77
1222,5
1223,58
1224,8
1225,25
1226,10
1227,22
1228,70
1229,21
1230,40
1231,87
1232,11
1233,71
1234,52
1235,45
1236,82
1237,43
1238,96
1239,50
1240,71
1241,60
1242,1
1243,58
1244,94
1245,10
1246,2
1247,81
1248,39
1249,39
1250,38
1251,29
1252,4
1253,72
1254,37
1255,89
1256,10
1257,64
1258,60
1259,70
1260,86
1261,68
1262,92
1263,91
1264,1
1265,83
1266,37
1267,23
1268,54
1269,66
1270,54
1271,95
1272,89
1273,27
1274,53
1275,71
1276,7
1277,49
1278,97
1279,57
1280,9
1281,76
1282,81
1283,29
1284,2
1285,38
1286,97
1287,91
1288,74
1289,39
1290,52
1291,34
1292,35
1293,77
1294,75
1295,95
1296,7
1297,96
1298,77
1299,11
1300,40
1301,9
1302,27
1303,92
1304,54
1305,65
1306,52
1307,60
1308,58
1309,57
1310,46
1311,6
1312,72
1313,88
1314,26
1315,31
1316,89
1317,27
1318,39
1319,43
1320,88
1321,19
1322,1
1323,96
1324,46
1325,23
1326,25
1327,14
1328,53
1329,5
1330,90
1331,11
1332,82
1333,53
1334,55
1335,71
1336,43
1337,78
1338,85
1339,77
1340,23
1341,67
1342,88
1343,34
1344,19
1345,32
1346,28
1347,20
1348,30
1349,50
1350,19
1351,65
1352,33
1353,76
1354,14
1355,54
1356,49
1357,82
1358,38
1359,31
1360,98
1361,2
1362,83
1363,99
1364,41
1365,68
1366,14
1367,2
1368,96
1369,87
1370,43
1371,94
1372,75
1373,3
1374,4
1375,32
1376,94
1377,18
1378,73
1379,23
1380,80
1381,52
1382,3
1383,26
1384,62
1385,71
1386,77
1387,5
1388,63
1389,74
1390,42
1391,74
1392,66
1393,60
1394,99
1395,100
1396,90
1397,2
1398,57
1399,71
1400,22
1401,53
1402,59
1403,62
1404,27
1405,53
1406,26
1407,44
1408,45
1409,95
1410,53
1411,54
1412,1
1413,86
1414,89
1415,97
1416,3
1417,73
1418,42
1419,9
1420,59
1421,23
1422,91
1423,2
1424,99
1425,80
1426,43
1427,43
1428,14
1429,31
1430,20
1431,49
1432,33
1433,100
1434,88
1435,68
1436,96
1437,28
1438,7
1439,69
1440,23
1441,17
1442,12
1443,10
1444,81
1445,35
1446,7
1447,11
1448,89
1449,51
1450,66
1451,50
1452,28
1453,73
1454,25
1455,58
1456,24
1457,88
1458,20
1459,53
1460,2
1461,58
1462,40
1463,96
1464,59
1465,65
1466,64
1467,76
1468,100
1469,13
1470,96
1471,48
1472,94
1473,60
1474,19
1475,85
1476,4
1477,47
1478,65
1479,70
1480,23
1481,80
1482,71
1483,85
1484,73
1485,67
1486,99
1487,74
1488,54
1489,40
1490,62
1491,97
1492,41
1493,41
1494,46
1495,81
1496,49
1497,20
1498,28
1499,64
1500,83
1501,63
1502,84
1503,99
1504,17
1505,66
1506,19
1507,18
1508,88
1509,62
1510,34
1511,28
1512,48
1513,40
1514,20
1515,77
1516,4
1517,8
1518,79
1519,75
1520,48
1521,20
1522,84
1523,90
1524,9
1525,72
1526,86
1527,47
1528,96
1529,46
1530,90
1531,96
1532,47
1533,66
1534,52
1535,18
1536,54
1537,49
1538,16
1539,52
1540,99
1541,15
1542,22
1543,16
1544,69
1545,80
1546,91
1547,47
1548,59
1549,85
1550,12
1551,7
1552,24
1553,84
1554,10
1555,37
1556,81
1557,64
1558,2
1559,29
1560,88
1561,17
1562,7
1563,6
1564,71
1565,82
1566,15
1567,37
1568,40
1569,52
1570,94
1571,91
1572,34
1573,82
1574,60
1575,85
1576,95
1577,74
1578,26
1579,87
1580,31
1581,10
1582,67
1583,74
1584,46
1585,5
1586,29
1587,88
1588,20
1589,53
1590,79
1591,89
1592,6
1593,66
1594,12
1595,50
1596,36
1597,50
1598,15
1599,87
1600,27
1601,22
1602,85
1603,7
1604,78
1605,7
1606,51
1607,76
1608,64
1609,21
1610,12
1611,77
1612,46
1613,17
1614,61
1615,88
1616,26
1617,52
1618,8
1619,46
1620,40
1621,71
1622,79
1623,14
1624,9
1625,84
1626,37
1627,46
1628,27
1629,70
1630,63
1631,18
1632,30
1633,14
1634,49
1635,95
1636,90
1637,67
1638,31
1639,83
1640,30
1641,12
1642,86
1643,81
1644,72
1645,36
1646,80
1647,68
1648,11
1649,46
1650,21
1651,4
1652,21
1653,62
1654,20
1655,68
1656,31
1657,56
1658,82
1659,82
1660,63
1661,39
1662,18
1663,19
1664,27
1665,36
1666,18
1667,53
1668,7
1669,8
1670,88
1671,87
1672,58
1673,39
1674,57
1675,88
1676,27
1677,27
1678,11
1679,35
1680,55
1681,72
1682,40
1683,7
1684,77
1685,73
1686,40
1687,21
1688,29
1689,39
1690,47
1691,98
1692,32
1693,47
1694,63
1695,100
1696,17
1697,61
1698,67
1699,64
1700,73
1701,73
1702,99
1703,69
1704,76
1705,66
1706,17
1707,73
1708,72
1709,56
1710,43
1711,34
1712,12
1713,30
1714,64
1715,17
1716,35
1717,10
1718,78
1719,23
1720,24
1721,43
1722,67
1723,29
1724,56
1725,31
1726,85
1727,90
1728,35
1729,44
1730,2
1731,15
1732,34
1733,11
1734,21
1735,74
1736,28
1737,17
1738,29
1739,89
1740,98
1741,27
1742,48
1743,35
1744,52
1745,74
1746,73
1747,84
1748,84
1749,68
1750,51
1751,66
1752,67
1753,64
1754,4
1755,66
1756,91
1757,100
1758,69
1759,12
1760,59
1761,25
1762,47
1763,92
1764,40
1765,22
1766,56
1767,36
1768,25
1769,61
1770,75
1771,85
1772,94
1773,90
1774,43
1775,26
1776,58
1777,24
1778,35
1779,89
1780,75
1781,1
1782,69
1783,16
1784,60
1785,17
1786,7
1787,49
1788,11
1789,23
1790,74
1791,27
1792,81
1793,28
1794,100
1795,23
1796,62
1797,9
1798,26
1799,1
1800,42
1801,56
1802,48
1803,9
1804,49
1805,98
1806,28
1807,66
1808,62
1809,84
1810,25
1811,67
1812,90
1813,62
1814,82
1815,25
1816,68
1817,45
1818,18
1819,3
1820,82
1821,68
1822,77
1823,75
1824,42
1825,82
1826,16
1827,72
1828,51
1829,38
1830,2
1831,18
1832,11
1833,10
1834,7
1835,88
1836,71
1837,5
1838,61
1839,57
1840,7
1841,10
1842,40
1843,66
1844,28
1845,55
1846,2
1847,82
1848,1
1849,21
1850,5
1851,74
1852,87
1853,4
1854,15
1855,49
1856,62
1857,33
1858,59
1859,91
1860,2
1861,44
1862,26
1863,17
1864,68
1865,37
1866,17
1867,16
1868,7
1869,9
1870,37
1871,61
1872,74
1873,19
1874,61
1875,97
1876,93
1877,32
1878,73
1879,3
1880,59
1881,49
1882,73
1883,29
1884,99
1885,81
1886,9
1887,59
1888,61
1889,76
1890,32
1891,42
1892,87
1893,19
1894,76
1895,95
1896,63
1897,31
1898,45
1899,27
1900,7
1901,97
1902,58
1903,10
1904,32
1905,79
1906,21
1907,33
1908,1
1909,93
1910,34
1911,67
1912,58
1913,77
1914,31
1915,59
1916,98
1917,17
1918,27
1919,1
1920,39
1921,29
1922,39
1923,84
1924,17
1925,89
1926,50
1927,53
1928,56
1929,78
1930,25
1931,53
1932,85
1933,77
1934,25
1935,27
1936,30
1937,69
1938,3
1939,59
1940,3
1941,60
1942,42
1943,6
1944,6
1945,48
1946,91
1947,13
1948,54
1949,33
1950,18
1951,79
1952,79
1953,68
1954,31
1955,63
1956,38
1957,33
1958,1
1959,50
1960,47
1961,32
1962,6
1963,73
1964,18
1965,22
1966,24
1967,15
1968,77
1969,27
1970,1
1971,94
1972,17
1973,51
1974,52
1975,73
1976,82
1977,9
1978,15
1979,97
1980,37
1981,85
1982,45
1983,28
1984,87
1985,73
1986,11
1987,76
1988,29
1989,83
1990,37
1991,97
1992,5
1993,67
1994,93
1995,81
1996,41
1997,90
1998,61
1999,27
2000,38
2001,17
2002,94
2003,92
2004,93
2005,93
2006,32
2007,99
2008,89
2009,7
2010,14
2011,25
2012,87
2013,14
2014,17
2015,22
2016,2
2017,37
2018,96
2019,94
2020,2
2021,88
2022,60
2023,48
2024,74
2025,12
2026,32
2027,36
2028,16
2029,2
2030,98
2031,54
2032,23
2033,51
2034,43
2035,23
2036,66
2037,94
2038,15
2039,22
2040,24
2041,80
2042,71
2043,35
2044,9
2045,43
2046,26
2047,95
2048,82
2049,94
2050,87
2051,10
2052,32
2053,62
2054,93
2055,45
2056,74
2057,7
2058,61
2059,53
2060,50
2061,80
2062,8
2063,38
2064,78
2065,39
2066,68
2067,78
2068,32
2069,83
2070,45
2071,60
2072,58
2073,4
2074,99
2075,91
2076,78
2077,9
2078,63
2079,1
2080,1
2081,37
2082,17
2083,25
2084,44
2085,19
2086,13
2087,92
2088,25
2089,43
2090,63
2091,67
2092,24
2093,22
2094,46
2095,82
2096,27
2097,71
2098,5
2099,61
2100,34
2101,95
2102,25
2103,36
2104,36
2105,30
2106,16
2107,27
2108,21
2109,15
2110,96
2111,29
2112,63
2113,14
2114,38
2115,87
2116,13
2117,27
2118,19
2119,42
2120,53
2121,50
2122,33
2123,72
2124,68
2125,55
2126,61
2127,52
2128,38
2129,11
2130,99
2131,40
2132,26
2133,57
2134,42
2135,43
2136,8
2137,84
2138,90
2139,74
2140,68
2141,52
2142,76
2143,36
2144,84
2145,70
2146,32
2147,67
2148,40
2149,17
2150,41
2151,32
2152,9
2153,77
2154,16
2155,99
2156,77
2157,29
2158,95
2159,26
2160,29
2161,82
2162,29
2163,94
2164,17
2165,64
2166,87
2167,44
2168,95
2169,8
2170,21
2171,25
2172,70
2173,33
2174,91
2175,30
2176,31
2177,18
2178,96
2179,15
2180,24
2181,63
2182,53
2183,43
2184,76
2185,87
2186,67
2187,30
2188,1
2189,53
2190,74
2191,90
2192,86
2193,7
2194,86
2195,53
2196,11
2197,49
2198,97
2199,94
2200,93
2201,33
2202,16
2203,98
2204,57
2205,17
2206,36
2207,69
2208,80
2209,95
2210,10
2211,20
2212,23
2213,71
2214,60
2215,63
2216,58
2217,41
2218,35
2219,19
2220,65
2221,6
2222,1
2223,63
2224,57
2225,58
2226,63
2227,66
2228,47
2229,67
2230,20
2231,43
2232,31
2233,8
2234,41
2235,47
2236,32
2237,21
2238,83
2239,19
2240,99
2241,59
2242,5
2243,10
2244,68
2245,30
2246,33
2247,75
2248,89
2249,74
2250,80
2251,38
2252,33
2253,8
2254,8
2255,98
2256,14
2257,60
2258,29
2259,3
2260,5
2261,14
2262,11
2263,72
2264,91
2265,7
2266,69
2267,21
2268,26
2269,32
2270,14
2271,46
2272,85
2273,73
2274,79
2275,24
2276,28
2277,24
2278,73
2279,4
2280,82
2281,88
2282,16
2283,33
2284,64
2285,76
2286,11
2287,72
2288,13
2289,61
2290,95
2291,30
2292,45
2293,47
2294,79
2295,66
2296,15
2297,55
2298,64
2299,13
2300,85
2301,38
2302,75
2303,81
2304,93
2305,74
2306,6
2307,23
2308,40
2309,10
2310,21
2311,22
2312,70
2313,24
2314,39
2315,35
2316,31
2317,12
2318,87
2319,73
2320,23
2321,13
2322,88
2323,68
2324,18
2325,85
2326,87
2327,62
2328,74
2329,78
2330,94
2331,84
2332,14
2333,30
2334,33
2335,29
2336,58
2337,41
2338,96
2339,90
2340,100
2341,13
2342,61
2343,59
2344,100
2345,6
2346,74
2347,80
2348,100
2349,24
2350,19
2351,44
2352,65
2353,32
2354,39
2355,73
2356,6
2357,44
2358,24
2359,79
2360,95
2361,45
2362,18
2363,82
2364,91
2365,94
2366,40
2367,31
2368,10
2369,29
2370,15
2371,20
2372,35
2373,61
2374,67
2375,77
2376,45
2377,47
2378,20
2379,76
2380,60
2381,95
2382,23
2383,61
2384,72
2385,53
2386,46
2387,80
2388,77
2389,30
2390,67
2391,32
2392,51
2393,18
2394,11
2395,24
2396,31
2397,45
2398,32
2399,10
2400,73
2401,67
2402,62
2403,46
2404,4
2405,25
2406,63
2407,71
2408,18
2409,7
2410,26
2411,96
2412,8
2413,75
2414,23
2415,72
2416,18
2417,51
2418,5
2419,1
2420,52
2421,100
2422,72
2423,12
2424,96
2425,69
2426,27
2427,50
2428,53
2429,12
2430,45
2431,42
2432,71
2433,56
2434,13
2435,14
2436,48
2437,97
2438,55
2439,35
2440,94
2441,22
2442,5
2443,29
2444,68
2445,96
2446,50
2447,77
2448,27
2449,19
2450,58
2451,62
2452,85
2453,77
2454,73
2455,48
2456,60
2457,41
2458,58
2459,89
2460,46
2461,2
2462,67
2463,16
2464,29
2465,28
2466,66
2467,90
2468,76
2469,26
2470,45
2471,3
2472,39
2473,51
2474,29
2475,23
2476,75
2477,27
2478,98
2479,58
2480,76
2481,3
2482,53
2483,5
2484,19
2485,28
2486,16
2487,12
2488,17
2489,62
2490,47
2491,96
2492,82
2493,94
2494,3
2495,22
2496,70
2497,11
2498,27
2499,65
2500,10
2501,77
2502,20
2503,37
2504,20
2505,16
2506,75
2507,66
2508,38
2509,92
2510,9
2511,10
2512,30
2513,34
2514,59
2515,61
2516,81
2517,67
2518,24
2519,2
2520,11
2521,1
2522,9
2523,1
2524,7
2525,29
2526,26
2527,89
2528,14
2529,64
2530,3
2531,98
2532,38
2533,41
2534,41
2535,88
2536,68
2537,94
2538,65
2539,59
2540,59
2541,53
2542,45
2543,95
2544,61
2545,33
2546,80
2547,70
2548,94
2549,80
2550,5
2551,20
2552,65
2553,11
2554,49
2555,39
2556,71
2557,74
2558,34
2559,26
2560,12
2561,16
2562,88
2563,80
2564,88
2565,33
2566,40
2567,1
2568,20
2569,29
2570,21
2571,12
2572,92
2573,45
2574,12
2575,10
2576,86
2577,71
2578,41
2579,81
2580,83
2581,37
2582,84
2583,19
2584,27
2585,98
2586,67
2587,37
2588,40
2589,32
2590,4
2591,9
2592,19
2593,87
2594,31
2595,93
2596,54
2597,2
2598,37
2599,10
2600,2
2601,10
2602,51
2603,10
2604,12
2605,10
2606,89
2607,52
2608,75
2609,72
2610,79
2611,71
2612,61
2613,96
2614,58
2615,53
2616,48
2617,59
2618,11
2619,25
2620,79
2621,78
2622,73
2623,16
2624,47
2625,33
2626,43
2627,37
2628,92
2629,78
2630,79
2631,19
2632,23
2633,90
2634,59
2635,76
2636,80
2637,30
2638,94
2639,12
2640,8
2641,23
2642,5
2643,85
2644,86
2645,42
2646,37
2647,59
2648,62
2649,14
2650,3
2651,2
2652,29
2653,20
2654,45
2655,1
2656,81
2657,24
2658,9
2659,61
2660,99
2661,16
2662,44
2663,24
2664,57
2665,80
2666,24
2667,85
2668,29
2669,19
2670,25
2671,33
2672,65
2673,15
2674,18
2675,100
2676,27
2677,50
2678,44
2679,65
2680,67
2681,71
2682,1
2683,75
2684,51
2685,67
2686,37
2687,40
2688,97
2689,48
2690,12
2691,11
2692,58
2693,28
2694,90
2695,47
2696,56
2697,76
2698,55
2699,62
2700,31
2701,31
2702,89
2703,87
2704,68
2705,26
2706,12
2707,23
2708,60
2709,68
2710,2
2711,31
2712,20
2713,94
2714,15
2715,82
2716,88
2717,6
2718,71
2719,40
2720,51
2721,5
2722,52
2723,36
2724,96
2725,52
2726,12
2727,38
2728,5
2729,52
2730,54
2731,88
2732,24
2733,87
2734,79
2735,28
2736,36
2737,73
2738,96
2739,51
2740,5
2741,34
2742,96
2743,95
2744,68
2745,92
2746,35
2747,58
2748,91
2749,64
2750,9
2751,28
2752,98
2753,85
2754,70
2755,80
2756,67
2757,67
2758,66
2759,82
2760,22
2761,4
2762,1
2763,31
2764,83
2765,29
2766,67
2767,95
2768,28
2769,74
2770,28
2771,86
2772,91
2773,8
2774,96
2775,5
2776,22
2777,16
2778,59
2779,19
2780,79
2781,88
2782,7
2783,34
2784,74
2785,68
2786,2
2787,40
2788,1
2789,87
2790,44
2791,26
2792,72
2793,29
2794,75
2795,48
2796,83
2797,100
2798,88
2799,73
2800,67
2801,47
2802,44
2803,37
2804,81
2805,18
2806,40
2807,51
2808,59
2809,29
2810,34
2811,24
2812,92
2813,25
2814,9
2815,20
2816,52
2817,82
2818,62
2819,19
2820,8
2821,81
2822,88
2823,15
2824,70
2825,49
2826,46
2827,39
2828,24
2829,67
2830,41
2831,33
2832,72
2833,57
2834,84
2835,76
2836,85
2837,89
2838,54
2839,3
2840,77
2841,95
2842,9
2843,12
2844,20
2845,10
2846,11
2847,36
2848,60
2849,19
2850,53
2851,61
2852,27
2853,11
2854,74
2855,16
2856,29
2857,60
2858,88
2859,81
2860,19
2861,59
2862,95
2863,10
2864,60
2865,68
2866,3
2867,38
2868,86
2869,18
2870,83
2871,23
2872,62
2873,74
2874,85
2875,16
2876,3
2877,53
2878,59
2879,38
2880,72
2881,100
2882,31
2883,74
2884,91
2885,99
2886,89
2887,60
2888,22
2889,10
2890,2
2891,3
2892,70
2893,13
2894,82
2895,89
2896,16
2897,47
2898,24
2899,73
2900,76
2901,94
2902,27
2903,80
2904,43
2905,89
2906,89
2907,20
2908,13
2909,82
2910,59
2911,17
2912,4
2913,47
2914,91
2915,17
2916,32
2917,40
2918,85
2919,70
2920,91
2921,82
2922,13
2923,53
2924,99
2925,84
2926,35
2927,16
2928,72
2929,11
2930,74
2931,17
2932,54
2933,45
2934,20
2935,70
2936,82
2937,58
2938,33
2939,13
2940,79
2941,95
2942,75
2943,66
2944,2
2945,54
2946,96
2947,47
2948,20
2949,81
2950,34
2951,28
2952,76
2953,61
2954,48
2955,50
2956,26
2957,28
2958,4
2959,45
2960,9
2961,42
2962,69
2963,86
2964,11
2965,83
2966,29
2967,17
2968,43
2969,79
2970,30
2971,29
2972,40
2973,38
2974,54
2975,69
2976,51
2977,15
2978,39
2979,32
2980,18
2981,47
2982,38
2983,32
2984,78
2985,75
2986,1
2987,61
2988,99
2989,36
2990,2
2991,4
2992,8
2993,2
2994,63
2995,46
